[2025-03-29 12:50:05,912] 1025 httpx - INFO - HTTP Request: POST https://api.ai21.com/studio/v1/chat/completions "HTTP/1.1 200 OK"
[2025-03-29 12:50:58,751] 402 PyPDF2._reader - WARNING - Previous trailer can not be read ("'NumberObject' object is not subscriptable",)
[2025-03-29 12:50:58,757] 402 PyPDF2._reader - WARNING - Object ID 7599,0 ref repaired
[2025-03-29 12:50:58,896] 402 PyPDF2._reader - WARNING - Object 7309 0 found
[2025-03-29 12:50:58,909] 402 PyPDF2._reader - WARNING - Object ID 7601,0 ref repaired
[2025-03-29 12:50:58,916] 402 PyPDF2._reader - WARNING - Object 1 0 found
[2025-03-29 12:50:58,924] 402 PyPDF2._reader - WARNING - Object 3 0 found
[2025-03-29 12:50:58,931] 402 PyPDF2._reader - WARNING - Object 6 0 found
[2025-03-29 12:50:58,945] 402 PyPDF2._reader - WARNING - Object 8 0 found
[2025-03-29 12:50:58,950] 402 PyPDF2._reader - WARNING - Object 11 0 found
[2025-03-29 12:50:58,959] 402 PyPDF2._reader - WARNING - Object 14 0 found
[2025-03-29 12:50:58,964] 402 PyPDF2._reader - WARNING - Object 17 0 found
[2025-03-29 12:50:58,970] 402 PyPDF2._reader - WARNING - Object 20 0 found
[2025-03-29 12:50:58,979] 402 PyPDF2._reader - WARNING - Object 23 0 found
[2025-03-29 12:50:58,987] 402 PyPDF2._reader - WARNING - Object 26 0 found
[2025-03-29 12:50:58,995] 402 PyPDF2._reader - WARNING - Object 29 0 found
[2025-03-29 12:50:59,002] 402 PyPDF2._reader - WARNING - Object 32 0 found
[2025-03-29 12:50:59,010] 402 PyPDF2._reader - WARNING - Object 35 0 found
[2025-03-29 12:50:59,016] 402 PyPDF2._reader - WARNING - Object 37 0 found
[2025-03-29 12:50:59,023] 402 PyPDF2._reader - WARNING - Object 40 0 found
[2025-03-29 12:50:59,029] 402 PyPDF2._reader - WARNING - Object 43 0 found
[2025-03-29 12:50:59,035] 402 PyPDF2._reader - WARNING - Object 46 0 found
[2025-03-29 12:50:59,043] 402 PyPDF2._reader - WARNING - Object 49 0 found
[2025-03-29 12:50:59,049] 402 PyPDF2._reader - WARNING - Object 52 0 found
[2025-03-29 12:50:59,057] 402 PyPDF2._reader - WARNING - Object 55 0 found
[2025-03-29 12:50:59,063] 402 PyPDF2._reader - WARNING - Object 58 0 found
[2025-03-29 12:50:59,069] 402 PyPDF2._reader - WARNING - Object 61 0 found
[2025-03-29 12:50:59,077] 402 PyPDF2._reader - WARNING - Object 63 0 found
[2025-03-29 12:50:59,083] 402 PyPDF2._reader - WARNING - Object 66 0 found
[2025-03-29 12:50:59,090] 402 PyPDF2._reader - WARNING - Object 69 0 found
[2025-03-29 12:50:59,097] 402 PyPDF2._reader - WARNING - Object 72 0 found
[2025-03-29 12:50:59,104] 402 PyPDF2._reader - WARNING - Object 75 0 found
[2025-03-29 12:50:59,112] 402 PyPDF2._reader - WARNING - Object 78 0 found
[2025-03-29 12:50:59,118] 402 PyPDF2._reader - WARNING - Object 81 0 found
[2025-03-29 12:50:59,126] 402 PyPDF2._reader - WARNING - Object 84 0 found
[2025-03-29 12:50:59,133] 402 PyPDF2._reader - WARNING - Object 87 0 found
